"","Site","Variable","KW_statistic","KW_p_value","Significant","Group1","Group2","Z","P.adj","Direction"
"21","Old Sneed Park ","nROI",3.66358967358846,0.160125909828192,"No",NA,NA,NA,NA,NA
"22","Old Sneed Park ","MEANt",2.48152205622111,0.289164072193624,"No",NA,NA,NA,NA,NA
"23","Old Sneed Park ","SKEWt",1.13562866578218,0.566762840832122,"No",NA,NA,NA,NA,NA
"24","Old Sneed Park ","KURTt",1.92570760233332,0.381801743502779,"No",NA,NA,NA,NA,NA
"25","Old Sneed Park ","MED",34.8746493802176,2.67341332235621e-08,"Yes","light treatment","post-light treatment",2.65835880480641,0.0235566736136774,"light treatment > post-light treatment"
"26","Old Sneed Park ","MED",34.8746493802176,2.67341332235621e-08,"Yes","light treatment","pre-light treatment",-2.38885630686411,0.0507027334417866,"pre-light treatment > light treatment"
"27","Old Sneed Park ","MED",34.8746493802176,2.67341332235621e-08,"Yes","post-light treatment","pre-light treatment",-5.90333562289589,1.06867362301983e-08,"pre-light treatment > post-light treatment"
"28","Old Sneed Park ","EVNtMean",0.986940208458255,0.610504200988428,"No",NA,NA,NA,NA,NA
"29","University Botanic Garden ","KURTf",49.0201757282266,2.26675242831883e-11,"Yes","light treatment","post-light treatment",1.83369080762899,0.200099711744133,"light treatment > post-light treatment"
"30","University Botanic Garden ","KURTf",49.0201757282266,2.26675242831883e-11,"Yes","light treatment","pre-light treatment",-4.98441458982769,1.86449073281815e-06,"pre-light treatment > light treatment"
"31","University Botanic Garden ","KURTf",49.0201757282266,2.26675242831883e-11,"Yes","post-light treatment","pre-light treatment",-6.73141331315181,5.04068781164255e-11,"pre-light treatment > post-light treatment"
"32","University Botanic Garden ","NBPEAKS",35.785735403851,1.69522087491441e-08,"Yes","light treatment","post-light treatment",-2.08441541707393,0.11136719001912,"No difference"
"33","University Botanic Garden ","NBPEAKS",35.785735403851,1.69522087491441e-08,"Yes","light treatment","pre-light treatment",3.85974472721455,0.000340516602363962,"light treatment > pre-light treatment"
"34","University Botanic Garden ","NBPEAKS",35.785735403851,1.69522087491441e-08,"Yes","post-light treatment","pre-light treatment",5.87702902803467,1.25308495745603e-08,"post-light treatment > pre-light treatment"
"35","University Botanic Garden ","EAS",11.9576733898764,0.00253176980042241,"Yes","light treatment","post-light treatment",-1.25016788885243,0.633714672834596,"post-light treatment > light treatment"
"36","University Botanic Garden ","EAS",11.9576733898764,0.00253176980042241,"Yes","light treatment","pre-light treatment",2.19393234628683,0.084720820744221,"light treatment > pre-light treatment"
"37","University Botanic Garden ","EAS",11.9576733898764,0.00253176980042241,"Yes","post-light treatment","pre-light treatment",3.40594197914033,0.00197808571401772,"post-light treatment > pre-light treatment"
"38","University Botanic Garden ","ECV",4.78671399222242,0.0913225991146232,"No",NA,NA,NA,NA,NA
"39","University Botanic Garden ","EPS",1.05262124880767,0.590780565316237,"No",NA,NA,NA,NA,NA
"40","University Botanic Garden ","EPS_SKEW",0.660530853327487,0.718732937226196,"No",NA,NA,NA,NA,NA
"41","University Botanic Garden ","NDSI",51.9033040758677,5.36217179147805e-12,"Yes","light treatment","post-light treatment",-1.97390238700811,0.145178529916043,"post-light treatment > light treatment"
"42","University Botanic Garden ","NDSI",51.9033040758677,5.36217179147805e-12,"Yes","light treatment","pre-light treatment",5.06503955623396,1.22494666895836e-06,"light treatment > pre-light treatment"
"43","University Botanic Garden ","NDSI",51.9033040758677,5.36217179147805e-12,"Yes","post-light treatment","pre-light treatment",6.95084757863752,1.08929403904825e-11,"post-light treatment > pre-light treatment"
"44","University Botanic Garden ","rBA",51.9033040758677,5.36217179147805e-12,"Yes","light treatment","post-light treatment",-1.97390238700811,0.145178529916043,"post-light treatment > light treatment"
"45","University Botanic Garden ","rBA",51.9033040758677,5.36217179147805e-12,"Yes","light treatment","pre-light treatment",5.06503955623396,1.22494666895836e-06,"light treatment > pre-light treatment"
"46","University Botanic Garden ","rBA",51.9033040758677,5.36217179147805e-12,"Yes","post-light treatment","pre-light treatment",6.95084757863752,1.08929403904825e-11,"post-light treatment > pre-light treatment"
"47","University Botanic Garden ","BioEnergy",74.4343128622791,6.86743139931904e-17,"Yes","light treatment","post-light treatment",4.11857367517931,0.000114367406778516,"light treatment > post-light treatment"
"48","University Botanic Garden ","BioEnergy",74.4343128622791,6.86743139931904e-17,"Yes","light treatment","pre-light treatment",-4.57949809187619,1.39827912153728e-05,"pre-light treatment > light treatment"
"49","University Botanic Garden ","BioEnergy",74.4343128622791,6.86743139931904e-17,"Yes","post-light treatment","pre-light treatment",-8.61842224603349,2.03648854130407e-17,"pre-light treatment > post-light treatment"
"50","University Botanic Garden ","ADI",38.836178793329,3.68833980801275e-09,"Yes","light treatment","post-light treatment",-2.39706620930174,0.0495808112487261,"post-light treatment > light treatment"
"51","University Botanic Garden ","ADI",38.836178793329,3.68833980801275e-09,"Yes","light treatment","pre-light treatment",3.8325969708252,0.000380392777444136,"light treatment > pre-light treatment"
"52","University Botanic Garden ","ADI",38.836178793329,3.68833980801275e-09,"Yes","post-light treatment","pre-light treatment",6.16300423478571,2.14132793354329e-09,"post-light treatment > pre-light treatment"
"53","University Botanic Garden ","TFSD",6.04099576271187,0.0487769271928054,"Yes","light treatment","post-light treatment",1.65575413962768,0.293314855419982,"light treatment > post-light treatment"
"54","University Botanic Garden ","TFSD",6.04099576271187,0.0487769271928054,"Yes","light treatment","pre-light treatment",-0.768624679739784,1,"pre-light treatment > light treatment"
"55","University Botanic Garden ","TFSD",6.04099576271187,0.0487769271928054,"Yes","post-light treatment","pre-light treatment",-2.41101041384382,0.0477251826020008,"pre-light treatment > post-light treatment"
"56","University Botanic Garden ","H_Havrda",46.9017782720735,6.53744807615616e-11,"Yes","light treatment","post-light treatment",-1.78428272420143,0.223133207982442,"post-light treatment > light treatment"
"57","University Botanic Garden ","H_Havrda",46.9017782720735,6.53744807615616e-11,"Yes","light treatment","pre-light treatment",4.88232187322056,3.14531803109328e-06,"light treatment > pre-light treatment"
"58","University Botanic Garden ","H_Havrda",46.9017782720735,6.53744807615616e-11,"Yes","post-light treatment","pre-light treatment",6.58168817407701,1.3954089778404e-10,"post-light treatment > pre-light treatment"
"59","University Botanic Garden ","nROI",2.22163516750712,0.329289629138484,"No",NA,NA,NA,NA,NA
"60","University Botanic Garden ","MEANt",0.413386397296523,0.813269123782669,"No",NA,NA,NA,NA,NA
"61","University Botanic Garden ","SKEWt",4.19122092596672,0.122995136753188,"No",NA,NA,NA,NA,NA
"62","University Botanic Garden ","KURTt",11.8444773094138,0.00267919566446142,"Yes","light treatment","post-light treatment",-0.317519495903387,1,"post-light treatment > light treatment"
"63","University Botanic Garden ","KURTt",11.8444773094138,0.00267919566446142,"Yes","light treatment","pre-light treatment",-3.14079035800429,0.00505477784916135,"pre-light treatment > light treatment"
"64","University Botanic Garden ","KURTt",11.8444773094138,0.00267919566446142,"Yes","post-light treatment","pre-light treatment",-2.76864425398213,0.0168870181760795,"pre-light treatment > post-light treatment"
"65","University Botanic Garden ","MED",19.4584177122313,5.95193638133928e-05,"Yes","light treatment","post-light treatment",0.582223867735716,1,"light treatment > post-light treatment"
"66","University Botanic Garden ","MED",19.4584177122313,5.95193638133928e-05,"Yes","light treatment","pre-light treatment",-3.52241519899397,0.00128290148314023,"pre-light treatment > light treatment"
"67","University Botanic Garden ","MED",19.4584177122313,5.95193638133928e-05,"Yes","post-light treatment","pre-light treatment",-4.04337499852575,0.000158061754068956,"pre-light treatment > post-light treatment"
"68","University Botanic Garden ","EVNtMean",28.6098160515537,6.12995632533592e-07,"Yes","light treatment","post-light treatment",2.90294873984387,0.0110900141477419,"light treatment > post-light treatment"
"69","University Botanic Garden ","EVNtMean",28.6098160515537,6.12995632533592e-07,"Yes","light treatment","pre-light treatment",-2.48670009609033,0.038680211859342,"pre-light treatment > light treatment"
"70","University Botanic Garden ","EVNtMean",28.6098160515537,6.12995632533592e-07,"Yes","post-light treatment","pre-light treatment",-5.3463985784594,2.69164553150157e-07,"pre-light treatment > post-light treatment"
"71","Fenswood Farm","KURTf",40.7412133197842,1.42284612217852e-09,"Yes","light treatment","post-light treatment",6.19056720502047,1.79844303634513e-09,"light treatment > post-light treatment"
"72","Fenswood Farm","KURTf",40.7412133197842,1.42284612217852e-09,"Yes","light treatment","pre-light treatment",1.76321605260313,0.233592172108044,"light treatment > pre-light treatment"
"73","Fenswood Farm","KURTf",40.7412133197842,1.42284612217852e-09,"Yes","post-light treatment","pre-light treatment",-4.42008012753852,2.95992931934263e-05,"pre-light treatment > post-light treatment"
"74","Fenswood Farm","NBPEAKS",34.0159667041886,4.10701871516378e-08,"Yes","light treatment","post-light treatment",-5.28672557147235,3.73575710122686e-07,"post-light treatment > light treatment"
"75","Fenswood Farm","NBPEAKS",34.0159667041886,4.10701871516378e-08,"Yes","light treatment","pre-light treatment",-4.78436669535495,5.14581867974345e-06,"pre-light treatment > light treatment"
"76","Fenswood Farm","NBPEAKS",34.0159667041886,4.10701871516378e-08,"Yes","post-light treatment","pre-light treatment",0.48262944521757,1,"No difference"
"77","Fenswood Farm","EAS",21.0506602264685,2.68477077462162e-05,"Yes","light treatment","post-light treatment",-3.2549176832668,0.00340275708964462,"post-light treatment > light treatment"
"78","Fenswood Farm","EAS",21.0506602264685,2.68477077462162e-05,"Yes","light treatment","pre-light treatment",-4.4306901400887,2.81795944084234e-05,"pre-light treatment > light treatment"
"79","Fenswood Farm","EAS",21.0506602264685,2.68477077462162e-05,"Yes","post-light treatment","pre-light treatment",-1.19404342151244,0.697382949714176,"pre-light treatment > post-light treatment"
"80","Fenswood Farm","ECV",5.62803586233531,0.0599635781945845,"No",NA,NA,NA,NA,NA
"81","Fenswood Farm","EPS",53.9555822404205,1.92173802075331e-12,"Yes","light treatment","post-light treatment",-6.99295360051571,8.07475648374532e-12,"post-light treatment > light treatment"
"82","Fenswood Farm","EPS",53.9555822404205,1.92173802075331e-12,"Yes","light treatment","pre-light treatment",-5.45516745128498,1.46780149346333e-07,"pre-light treatment > light treatment"
"83","Fenswood Farm","EPS",53.9555822404205,1.92173802075331e-12,"Yes","post-light treatment","pre-light treatment",1.51529051791099,0.389096545610551,"post-light treatment > pre-light treatment"
"84","Fenswood Farm","EPS_SKEW",3.76573729684867,0.152153005633472,"No",NA,NA,NA,NA,NA
"85","Fenswood Farm","NDSI",36.453255249415,1.21416077654692e-08,"Yes","light treatment","post-light treatment",-5.05804284625018,1.2707438289662e-06,"post-light treatment > light treatment"
"86","Fenswood Farm","NDSI",36.453255249415,1.21416077654692e-08,"Yes","light treatment","pre-light treatment",-5.39070204224712,2.10548875580504e-07,"pre-light treatment > light treatment"
"87","Fenswood Farm","NDSI",36.453255249415,1.21416077654692e-08,"Yes","post-light treatment","pre-light treatment",-0.354888989450555,1,"post-light treatment > pre-light treatment"
"88","Fenswood Farm","rBA",36.453255249415,1.21416077654692e-08,"Yes","light treatment","post-light treatment",-5.05804284625018,1.2707438289662e-06,"post-light treatment > light treatment"
"89","Fenswood Farm","rBA",36.453255249415,1.21416077654692e-08,"Yes","light treatment","pre-light treatment",-5.39070204224712,2.10548875580504e-07,"pre-light treatment > light treatment"
"90","Fenswood Farm","rBA",36.453255249415,1.21416077654692e-08,"Yes","post-light treatment","pre-light treatment",-0.354888989450555,1,"post-light treatment > pre-light treatment"
"91","Fenswood Farm","BioEnergy",55.9484786475186,7.09483379838792e-13,"Yes","light treatment","post-light treatment",-6.15572074290778,2.24210448300545e-09,"post-light treatment > light treatment"
"92","Fenswood Farm","BioEnergy",55.9484786475186,7.09483379838792e-13,"Yes","light treatment","pre-light treatment",-6.76538333227071,3.98870094878454e-11,"pre-light treatment > light treatment"
"93","Fenswood Farm","BioEnergy",55.9484786475186,7.09483379838792e-13,"Yes","post-light treatment","pre-light treatment",-0.637561195691435,1,"pre-light treatment > post-light treatment"
"94","Fenswood Farm","ADI",2.15198738553279,0.340958778637587,"No",NA,NA,NA,NA,NA
"95","Fenswood Farm","TFSD",36.4629757616715,1.2082739614947e-08,"Yes","light treatment","post-light treatment",5.0491519793737,1.33132677685097e-06,"light treatment > post-light treatment"
"96","Fenswood Farm","TFSD",36.4629757616715,1.2082739614947e-08,"Yes","light treatment","pre-light treatment",-0.329296278598805,1,"pre-light treatment > light treatment"
"97","Fenswood Farm","TFSD",36.4629757616715,1.2082739614947e-08,"Yes","post-light treatment","pre-light treatment",-5.37980618653188,2.23698215608868e-07,"pre-light treatment > post-light treatment"
"98","Fenswood Farm","H_Havrda",6.69866695227157,0.035107746455029,"Yes","light treatment","post-light treatment",-0.337423079502271,1,"light treatment > post-light treatment"
"99","Fenswood Farm","H_Havrda",6.69866695227157,0.035107746455029,"Yes","light treatment","pre-light treatment",2.04982785074852,0.121143698384595,"light treatment > pre-light treatment"
"100","Fenswood Farm","H_Havrda",6.69866695227157,0.035107746455029,"Yes","post-light treatment","pre-light treatment",2.39570386446613,0.0497654596195519,"post-light treatment > pre-light treatment"
"101","Fenswood Farm","nROI",43.9054339394001,2.9245305153849e-10,"Yes","light treatment","post-light treatment",-6.0367327855435,4.71797467228556e-09,"post-light treatment > light treatment"
"102","Fenswood Farm","nROI",43.9054339394001,2.9245305153849e-10,"Yes","light treatment","pre-light treatment",-5.39344921568553,2.07353600854252e-07,"pre-light treatment > light treatment"
"103","Fenswood Farm","nROI",43.9054339394001,2.9245305153849e-10,"Yes","post-light treatment","pre-light treatment",0.621042447806033,1,"post-light treatment > pre-light treatment"
"104","Fenswood Farm","MEANt",0.142174664824354,0.931380548865705,"No",NA,NA,NA,NA,NA
"105","Fenswood Farm","SKEWt",36.5581857233428,1.15210174914153e-08,"Yes","light treatment","post-light treatment",-4.68574496585115,8.36830313884021e-06,"post-light treatment > light treatment"
"106","Fenswood Farm","SKEWt",36.5581857233428,1.15210174914153e-08,"Yes","light treatment","pre-light treatment",-5.65727522016044,4.61385116491835e-08,"pre-light treatment > light treatment"
"107","Fenswood Farm","SKEWt",36.5581857233428,1.15210174914153e-08,"Yes","post-light treatment","pre-light treatment",-0.994859323263361,0.95941406651072,"pre-light treatment > post-light treatment"
"108","Fenswood Farm","KURTt",9.2734215426816,0.00968951630412035,"Yes","light treatment","post-light treatment",-2.1548880089193,0.0935117968547288,"post-light treatment > light treatment"
"109","Fenswood Farm","KURTt",9.2734215426816,0.00968951630412035,"Yes","light treatment","pre-light treatment",-2.94275880716076,0.00975905254705215,"pre-light treatment > light treatment"
"110","Fenswood Farm","KURTt",9.2734215426816,0.00968951630412035,"Yes","post-light treatment","pre-light treatment",-0.800005937589605,1,"post-light treatment > pre-light treatment"
"111","Fenswood Farm","MED",67.1544200125809,2.61579061072657e-15,"Yes","light treatment","post-light treatment",-7.61095873976627,8.16210254737716e-14,"post-light treatment > light treatment"
"112","Fenswood Farm","MED",67.1544200125809,2.61579061072657e-15,"Yes","light treatment","pre-light treatment",-6.44828647458368,3.39365377196213e-10,"pre-light treatment > light treatment"
"113","Fenswood Farm","MED",67.1544200125809,2.61579061072657e-15,"Yes","post-light treatment","pre-light treatment",1.13608128030968,0.767767646207439,"pre-light treatment > post-light treatment"
"114","Fenswood Farm","EVNtMean",26.1403111330859,2.10718933636111e-06,"Yes","light treatment","post-light treatment",2.19574875179767,0.0843297948528663,"light treatment > post-light treatment"
"115","Fenswood Farm","EVNtMean",26.1403111330859,2.10718933636111e-06,"Yes","light treatment","pre-light treatment",-2.89074258734849,0.0115299833939952,"pre-light treatment > light treatment"
"116","Fenswood Farm","EVNtMean",26.1403111330859,2.10718933636111e-06,"Yes","post-light treatment","pre-light treatment",-5.09841197770877,1.02754420958278e-06,"pre-light treatment > post-light treatment"
"117","Eastwood Farm","KURTf",31.8839574970814,1.19257746569095e-07,"Yes","light treatment","post-light treatment",5.57422936896968,7.45883942172074e-08,"light treatment > post-light treatment"
"118","Eastwood Farm","KURTf",31.8839574970814,1.19257746569095e-07,"Yes","light treatment","pre-light treatment",2.0193353804022,0.130357118779017,"light treatment > pre-light treatment"
"119","Eastwood Farm","KURTf",31.8839574970814,1.19257746569095e-07,"Yes","post-light treatment","pre-light treatment",-3.54656679703137,0.00117085735990394,"pre-light treatment > post-light treatment"
"120","Eastwood Farm","NBPEAKS",33.2630519905176,5.98439201283973e-08,"Yes","light treatment","post-light treatment",-5.76371552827137,2.46846176634565e-08,"post-light treatment > light treatment"
"121","Eastwood Farm","NBPEAKS",33.2630519905176,5.98439201283973e-08,"Yes","light treatment","pre-light treatment",-2.71516857098335,0.0198726129304004,"pre-light treatment > light treatment"
"122","Eastwood Farm","NBPEAKS",33.2630519905176,5.98439201283973e-08,"Yes","post-light treatment","pre-light treatment",3.03735033835941,0.00716003666757421,"post-light treatment > pre-light treatment"
"123","Eastwood Farm","EAS",43.5574546818999,3.48031772181335e-10,"Yes","light treatment","post-light treatment",-5.93924247457314,8.5902627006609e-09,"post-light treatment > light treatment"
"124","Eastwood Farm","EAS",43.5574546818999,3.48031772181335e-10,"Yes","light treatment","pre-light treatment",-5.47084822645636,1.34366022087192e-07,"pre-light treatment > light treatment"
"125","Eastwood Farm","EAS",43.5574546818999,3.48031772181335e-10,"Yes","post-light treatment","pre-light treatment",0.445833953532314,1,"pre-light treatment > post-light treatment"
"126","Eastwood Farm","ECV",40.2882324721741,1.7845202308329e-09,"Yes","light treatment","post-light treatment",-4.84669833653133,3.76599252250579e-06,"post-light treatment > light treatment"
"127","Eastwood Farm","ECV",40.2882324721741,1.7845202308329e-09,"Yes","light treatment","pre-light treatment",-5.97785995699738,6.78263878050363e-09,"pre-light treatment > light treatment"
"128","Eastwood Farm","ECV",40.2882324721741,1.7845202308329e-09,"Yes","post-light treatment","pre-light treatment",-1.15581269394354,0.74327333893853,"pre-light treatment > post-light treatment"
"129","Eastwood Farm","EPS",58.9935504129961,1.54779448143777e-13,"Yes","light treatment","post-light treatment",-7.02823026586436,6.27508519282529e-12,"post-light treatment > light treatment"
"130","Eastwood Farm","EPS",58.9935504129961,1.54779448143777e-13,"Yes","light treatment","pre-light treatment",-6.20784465951083,1.61148622701568e-09,"pre-light treatment > light treatment"
"131","Eastwood Farm","EPS",58.9935504129961,1.54779448143777e-13,"Yes","post-light treatment","pre-light treatment",0.794786138326632,1,"pre-light treatment > post-light treatment"
"132","Eastwood Farm","EPS_SKEW",18.9088443573455,7.83423542349306e-05,"Yes","light treatment","post-light treatment",3.48045889977231,0.00150166685024142,"light treatment > post-light treatment"
"133","Eastwood Farm","EPS_SKEW",18.9088443573455,7.83423542349306e-05,"Yes","light treatment","pre-light treatment",-0.50701173054102,1,"pre-light treatment > light treatment"
"134","Eastwood Farm","EPS_SKEW",18.9088443573455,7.83423542349306e-05,"Yes","post-light treatment","pre-light treatment",-3.98956140920635,0.000198586741315693,"pre-light treatment > post-light treatment"
"135","Eastwood Farm","NDSI",53.5578348831677,2.34457388760624e-12,"Yes","light treatment","post-light treatment",-7.29885678149839,8.70669110683853e-13,"post-light treatment > light treatment"
"136","Eastwood Farm","NDSI",53.5578348831677,2.34457388760624e-12,"Yes","light treatment","pre-light treatment",-4.12578617842314,0.000110841127503277,"pre-light treatment > light treatment"
"137","Eastwood Farm","NDSI",53.5578348831677,2.34457388760624e-12,"Yes","post-light treatment","pre-light treatment",3.15605697964339,0.00479752850677385,"post-light treatment > pre-light treatment"
"138","Eastwood Farm","rBA",53.5578348831677,2.34457388760624e-12,"Yes","light treatment","post-light treatment",-7.29885678149839,8.70669110683853e-13,"post-light treatment > light treatment"
"139","Eastwood Farm","rBA",53.5578348831677,2.34457388760624e-12,"Yes","light treatment","pre-light treatment",-4.12578617842314,0.000110841127503277,"pre-light treatment > light treatment"
"140","Eastwood Farm","rBA",53.5578348831677,2.34457388760624e-12,"Yes","post-light treatment","pre-light treatment",3.15605697964339,0.00479752850677385,"post-light treatment > pre-light treatment"
"141","Eastwood Farm","BioEnergy",93.3468724464558,5.37012255084655e-21,"Yes","light treatment","post-light treatment",-9.30584091789494,3.98808519431779e-20,"post-light treatment > light treatment"
"142","Eastwood Farm","BioEnergy",93.3468724464558,5.37012255084655e-21,"Yes","light treatment","pre-light treatment",-6.91870646727968,1.36735844763802e-11,"pre-light treatment > light treatment"
"143","Eastwood Farm","BioEnergy",93.3468724464558,5.37012255084655e-21,"Yes","post-light treatment","pre-light treatment",2.35860358125382,0.0550315189440186,"post-light treatment > pre-light treatment"
"144","Eastwood Farm","ADI",27.1563481994724,1.26786763051577e-06,"Yes","light treatment","post-light treatment",4.1507844830802,9.9401295381143e-05,"light treatment > post-light treatment"
"145","Eastwood Farm","ADI",27.1563481994724,1.26786763051577e-06,"Yes","light treatment","pre-light treatment",4.80883431045901,4.55438911642975e-06,"light treatment > pre-light treatment"
"146","Eastwood Farm","ADI",27.1563481994724,1.26786763051577e-06,"Yes","post-light treatment","pre-light treatment",0.677880156088581,1,"post-light treatment > pre-light treatment"
"147","Eastwood Farm","TFSD",36.0654792178206,1.4739430181407e-08,"Yes","light treatment","post-light treatment",4.92361867512082,2.54874941366778e-06,"light treatment > post-light treatment"
"148","Eastwood Farm","TFSD",36.0654792178206,1.4739430181407e-08,"Yes","light treatment","pre-light treatment",-0.501784805483895,1,"pre-light treatment > light treatment"
"149","Eastwood Farm","TFSD",36.0654792178206,1.4739430181407e-08,"Yes","post-light treatment","pre-light treatment",-5.42747270507616,1.71472813060324e-07,"pre-light treatment > post-light treatment"
"150","Eastwood Farm","H_Havrda",19.9828934390978,4.57899135369486e-05,"Yes","light treatment","post-light treatment",-4.4468458132324,2.61421010817686e-05,"post-light treatment > light treatment"
"151","Eastwood Farm","H_Havrda",19.9828934390978,4.57899135369486e-05,"Yes","light treatment","pre-light treatment",-2.62744752234628,0.0258084330197184,"pre-light treatment > light treatment"
"152","Eastwood Farm","H_Havrda",19.9828934390978,4.57899135369486e-05,"Yes","post-light treatment","pre-light treatment",1.80856340977523,0.211556572013292,"post-light treatment > pre-light treatment"
"153","Eastwood Farm","nROI",35.82440079028,1.66276245509161e-08,"Yes","light treatment","post-light treatment",-5.94704251620734,8.1909153916778e-09,"post-light treatment > light treatment"
"154","Eastwood Farm","nROI",35.82440079028,1.66276245509161e-08,"Yes","light treatment","pre-light treatment",-2.40108659470494,0.0490394031175139,"pre-light treatment > light treatment"
"155","Eastwood Farm","nROI",35.82440079028,1.66276245509161e-08,"Yes","post-light treatment","pre-light treatment",3.53605449147599,0.00121845272304334,"post-light treatment > pre-light treatment"
"156","Eastwood Farm","MEANt",0.244066122050957,0.885119105073606,"No",NA,NA,NA,NA,NA
"157","Eastwood Farm","SKEWt",44.9537090027081,1.73151444722192e-10,"Yes","light treatment","post-light treatment",-6.34908275736354,6.49807485529203e-10,"post-light treatment > light treatment"
"158","Eastwood Farm","SKEWt",44.9537090027081,1.73151444722192e-10,"Yes","light treatment","pre-light treatment",-1.32415434780472,0.556355367015352,"pre-light treatment > light treatment"
"159","Eastwood Farm","SKEWt",44.9537090027081,1.73151444722192e-10,"Yes","post-light treatment","pre-light treatment",5.01946795609252,1.55444362434001e-06,"post-light treatment > pre-light treatment"
"160","Eastwood Farm","KURTt",66.7410844295638,3.21630820022662e-15,"Yes","light treatment","post-light treatment",-8.03048908478622,2.91254559500828e-15,"post-light treatment > light treatment"
"161","Eastwood Farm","KURTt",66.7410844295638,3.21630820022662e-15,"Yes","light treatment","pre-light treatment",-5.32972124991401,2.95090868913284e-07,"pre-light treatment > light treatment"
"162","Eastwood Farm","KURTt",66.7410844295638,3.21630820022662e-15,"Yes","post-light treatment","pre-light treatment",2.67878950967033,0.0221666478422604,"post-light treatment > pre-light treatment"
"163","Eastwood Farm","MED",119.94283329755,9.01041258134744e-27,"Yes","light treatment","post-light treatment",-10.8918049979644,3.78346749097221e-27,"post-light treatment > light treatment"
"164","Eastwood Farm","MED",119.94283329755,9.01041258134744e-27,"Yes","light treatment","pre-light treatment",-6.45874032998696,3.16734276772705e-10,"pre-light treatment > light treatment"
"165","Eastwood Farm","MED",119.94283329755,9.01041258134744e-27,"Yes","post-light treatment","pre-light treatment",4.40643057423962,3.15263908061985e-05,"post-light treatment > pre-light treatment"
"166","Eastwood Farm","EVNtMean",24.9424115955851,3.83551900784343e-06,"Yes","light treatment","post-light treatment",-4.32560280395653,4.56345913652219e-05,"post-light treatment > light treatment"
"167","Eastwood Farm","EVNtMean",24.9424115955851,3.83551900784343e-06,"Yes","light treatment","pre-light treatment",-4.33060969958317,4.46091132460176e-05,"pre-light treatment > light treatment"
"168","Eastwood Farm","EVNtMean",24.9424115955851,3.83551900784343e-06,"Yes","post-light treatment","pre-light treatment",-0.0228651557188343,1,"No difference"
