Site	Treatment	ACI	ADI	BI	H	NDSI 
OSP	Dark_1	1656.72084	2.302547	0.178799438	0.979913298	0.723314875
OSP	Dark_1	1657.574527	2.301724	0.242511463	0.979934447	0.759403759
OSP	Dark_1	1666.88719	2.302583	0.296060273	0.980145674	0.764383126
OSP	Dark_1	1659.562805	2.302584	0.273472262	0.980437249	0.796438604
OSP	Dark_1	1654.414411	2.30234	0.19228005	0.980162176	0.699722115
OSP	Dark_1	1651.541818	2.302583	0.102449928	0.980352043	0.689805637
OSP	Dark_1	1657.0189	2.302583	0.204204668	0.980547732	0.739390001
OSP	Dark_1	1655.467331	2.302394	0.246288644	0.979793493	0.738383637
OSP	Dark_1	1661.529998	2.302483	0.397141549	0.978670718	0.876990898
OSP	Dark_1	1661.071253	2.302557	0.430464338	0.978898826	0.867076984
OSP	Dark_1	1660.57374	2.277834	0.424873221	0.978191015	0.860765216
OSP	Dark_1	1658.341533	2.302583	0.258481091	0.980272724	0.768299363
OSP	Dark_1	1654.802584	2.302585	0.255218638	0.98065189	0.766538919
OSP	Dark_1	1656.281628	2.240854	0.241582064	0.97977586	0.750847872
OSP	Dark_1	1657.389898	2.288323	0.256049987	0.979705014	0.724973068
OSP	Dark_1	1659.07318	2.302203	0.293953609	0.979712269	0.794614549
OSP	Dark_1	1653.74078	2.302569	0.224375964	0.980487412	0.763493056
OSP	Dark_1	1658.27257	2.302541	0.26326548	0.980116688	0.795195402
OSP	Dark_1	1654.544592	2.221393	0.18043573	0.980048224	0.691459978
OSP	Dark_1	1659.374376	2.302561	0.187237996	0.979966107	0.772595741
OSP	Dark_1	1649.500282	2.302577	0.102744528	0.980791588	0.697197564
OSP	Dark_1	1652.232556	2.302584	0.09300153	0.980810072	0.696210429
OSP	Dark_1	1650.097553	2.302526	0.093947774	0.980647135	0.690643866
OSP	Dark_1	1651.083687	2.302585	0.09247474	0.980874484	0.697339549
OSP	Dark_1	1651.790062	2.302584	0.104502491	0.980915511	0.698469783
OSP	Dark_1	1653.004828	2.252801	0.12015883	0.979987823	0.666397962
OSP	Dark_1	1652.79024	2.302584	0.099790438	0.980797815	0.69725574
OSP	Dark_1	1650.069883	2.302585	0.098392115	0.980922034	0.697428085
OSP	Dark_1	1649.953157	2.302584	0.090263339	0.980928029	0.696808586
OSP	Dark_1	1650.401032	2.302585	0.106841821	0.980842752	0.698319165
OSP	Dark_1	1653.23697	2.298723	0.144383482	0.980327536	0.521664818
OSP	Dark_1	1653.477281	2.301333	0.111024978	0.980536238	0.692800819
OSP	Dark_1	1656.848916	2.302583	0.239344795	0.980667716	0.7682006
OSP	Dark_1	1675.092316	2.30072	0.651107873	0.971280137	0.95804611
OSP	Dark_1	1669.937812	2.301633	0.589864358	0.975132739	0.928419636
OSP	Dark_1	1659.391938	2.302544	0.271266286	0.980444982	0.768057543
OSP	Dark_1	1654.9758	2.302583	0.156336094	0.980613428	0.711089094
OSP	Dark_1	1652.408604	2.302584	0.141766384	0.980691995	0.707118033
OSP	Dark_1	1653.412873	2.302585	0.115074201	0.980855936	0.702167087
OSP	Dark_1	1651.021806	2.302585	0.09478775	0.980803231	0.69626167
OSP	Dark_1	1651.707968	2.302585	0.099011328	0.980928392	0.695212014
OSP	Dark_1	1651.441296	2.302585	0.09802969	0.980985796	0.697157988
OSP	Dark_1	1651.419579	2.302585	0.10021903	0.980988976	0.697916322
OSP	Dark_1	1675.191296	2.252043	1.216538187	0.947117874	0.992673059
OSP	Dark_1	1653.161826	2.302579	0.172565714	0.980734408	0.725214149
OSP	Dark_1	1652.149091	2.262886	0.118538362	0.98033038	0.675674699
OSP	Dark_1	1651.304893	2.302584	0.098114026	0.980968593	0.697847238
OSP	Dark_1	1650.979195	2.302585	0.10268831	0.981037052	0.695986611
OSP	Dark_1	1652.947642	2.302585	0.101447556	0.980934709	0.696275686
OSP	Dark_1	1650.498085	2.302585	0.102634023	0.980958283	0.69716094
OSP	Dark_1	1649.927858	2.302585	0.092674864	0.980970732	0.69597237
OSP	Dark_1	1651.469097	2.302585	0.089364135	0.981051836	0.695713732
OSP	Dark_1	1651.207157	2.302584	0.08609749	0.981039495	0.698952311
OSP	Dark_1	1653.572102	2.30255	0.147055434	0.980213032	0.700605992
OSP	Dark_1	1653.293793	2.302585	0.181466889	0.981048219	0.73026365
OSP	Dark_1	1651.914817	2.302585	0.208122519	0.981032483	0.738326245
OSP	Dark_1	1653.918407	2.302579	0.174396169	0.980882003	0.726584526
OSP	Dark_1	1652.641421	2.302584	0.144646556	0.980869578	0.717122931
OSP	Dark_1	1651.43779	2.302585	0.16020977	0.981095273	0.721219831
OSP	Dark_1	1656.928515	2.302572	0.28891289	0.980088597	0.814719567
OSP	Light_1	1655.731253	2.302576	0.248401164	0.980510114	0.766351575
OSP	Light_1	1659.281303	2.255881	0.216163586	0.967831192	0.717929789
OSP	Light_1	1656.98736	2.301879	0.247519575	0.980054797	0.759206563
OSP	Light_1	1654.658423	2.302584	0.204824862	0.981055051	0.738887011
OSP	Light_1	1657.885058	2.040654	0.245336154	0.979808005	0.639852624
OSP	Light_1	1653.059032	2.302585	0.155658158	0.980908256	0.719948312
OSP	Light_1	1658.806684	2.302585	0.2721672	0.980698236	0.771605257
OSP	Light_1	1652.84256	2.301911	0.14049476	0.980727278	0.685674199
OSP	Light_1	1652.369679	2.302576	0.219194742	0.980751451	0.737463663
OSP	Light_1	1654.745977	2.302585	0.135974726	0.980979709	0.7163825
OSP	Light_1	1651.713806	2.302585	0.118437466	0.98098817	0.70355546
OSP	Light_1	1652.493635	2.302585	0.095203803	0.981017314	0.695328684
OSP	Light_1	1650.790821	2.302584	0.093835615	0.980951816	0.695773273
OSP	Light_1	1652.645981	2.302581	0.153140798	0.980640672	0.715563192
OSP	Light_1	1649.946135	2.302585	0.109096472	0.981006371	0.696033114
OSP	Light_1	1652.004853	2.301677	0.10051908	0.98070003	0.675801488
OSP	Light_1	1653.558223	2.302566	0.229279102	0.980458352	0.766427092
OSP	Light_1	1656.576401	2.302582	0.253561786	0.980706394	0.754319738
OSP	Light_1	1652.52709	2.302581	0.099579351	0.980955726	0.698740575
OSP	Light_1	1650.924205	2.302585	0.095943534	0.981034649	0.697689603
OSP	Light_1	1650.821091	2.302585	0.115549292	0.981048484	0.701918868
OSP	Light_1	1653.81283	2.302585	0.10379576	0.981038191	0.697936736
OSP	Light_1	1652.202155	2.302547	0.174458142	0.980602001	0.728732158
OSP	Light_1	1650.236791	2.302585	0.098601053	0.980984394	0.696880218
OSP	Light_1	1651.441583	2.302583	0.08832542	0.980798517	0.698857139
OSP	Light_1	1650.811449	2.302561	0.108411447	0.980902989	0.70640104
OSP	Light_1	1653.589674	1.644844	0.085749337	0.978516102	0.683134478
OSP	Light_1	1654.440327	2.302442	0.236628193	0.980571739	0.770043096
OSP	Light_1	1653.948058	2.302507	0.218876135	0.980513147	0.761166613
OSP	Light_1	1649.966082	2.302579	0.082601113	0.980932111	0.69680326
OSP	Light_1	1660.640902	2.294636	0.475140075	0.980360022	0.812397398
OSP	Light_1	1652.50399	2.302585	0.150441132	0.980974884	0.705670219
OSP	Light_1	1653.186294	2.302552	0.129364483	0.980991698	0.714668928
OSP	Light_1	1652.112599	2.302585	0.092919243	0.9810333	0.696790584
OSP	Light_1	1652.181295	2.302585	0.097048245	0.981086636	0.698467724
OSP	Light_1	1652.72396	2.302584	0.11104647	0.98096285	0.705997124
OSP	Light_1	1651.947869	2.302585	0.133987275	0.980951494	0.706838293
OSP	Light_1	1654.950909	2.302584	0.201529612	0.980808124	0.748637858
OSP	Light_1	1655.017109	2.302585	0.13572412	0.980866186	0.711900372
OSP	Light_1	1668.319775	1.240788	0.990911369	0.976054794	0.848382329
OSP	Light_1	1656.505522	2.302523	0.159342795	0.980780175	0.721550298
OSP	Light_1	1651.662371	2.302585	0.098067939	0.981058594	0.69915147
OSP	Light_1	1653.073782	2.302578	0.150133519	0.98100137	0.708910981
OSP	Light_1	1652.101345	2.302323	0.0968376	0.980934647	0.693628063
OSP	Light_1	1658.620585	2.302574	0.440485154	0.979519732	0.918835584
OSP	Light_1	1653.20328	2.302584	0.157136467	0.980973252	0.722041627
OSP	Light_1	1650.773897	2.302584	0.096994056	0.981072457	0.6995019
OSP	Light_1	1652.584843	2.302584	0.106658671	0.980809447	0.705135207
OSP	Light_1	1653.313198	2.30033	0.12164007	0.980837939	0.707716271
OSP	Light_1	1659.118585	2.302583	0.228923894	0.980813916	0.753295362
OSP	Light_1	1656.206033	2.302538	0.228600708	0.980572641	0.744092726
OSP	Light_1	1671.937745	2.302026	0.758467197	0.978156962	0.891386329
OSP	Light_1	1657.087064	2.294654	0.339177942	0.979042313	0.661095992
OSP	Light_1	1655.65859	2.302542	0.287351342	0.979920572	0.824919127
OSP	Light_1	1653.96357	2.302583	0.107089783	0.980669311	0.708292753
OSP	Light_1	1652.314415	2.302553	0.085543049	0.980915199	0.697039331
OSP	Light_1	1651.758371	2.302538	0.087689971	0.980802363	0.694118274
OSP	Light_1	1656.331731	2.302532	0.12898592	0.980503018	0.72048337
OSP	Light_1	1655.412137	2.302583	0.20269159	0.980689674	0.757343453
OSP	Light_1	1651.832961	2.302582	0.091649346	0.981027444	0.697714495
OSP	Dark_2	1693.875746	1.437825	0.783635579	0.969346105	0.769056808
OSP	Dark_2	1674.195574	1.28607	0.491533005	0.965735428	0.833618048
OSP	Dark_2	1663.20503	1.471546	0.322775994	0.958171667	0.097531993
OSP	Dark_2	1660.679522	2.283	0.357840004	0.979349823	0.794373278
OSP	Dark_2	1696.656202	2.301469	1.007218234	0.975383934	0.949582505
OSP	Dark_2	1715.995914	2.282921	1.043292341	0.975200283	0.948466974
OSP	Dark_2	1657.073625	2.302453	0.26397831	0.9805389	0.747209455
OSP	Dark_2	1689.532382	2.302543	0.712993805	0.977715849	0.92537326
OSP	Dark_2	1658.610273	2.302584	0.188631686	0.980760115	0.750117672
OSP	Dark_2	1674.256125	2.301737	0.47180597	0.977814003	0.844078291
OSP	Dark_2	1654.436672	2.302585	0.106593923	0.981025097	0.701158592
OSP	Dark_2	1652.233634	2.302585	0.088681517	0.981001979	0.697778429
OSP	Dark_2	1700.821409	2.301181	0.818497959	0.977054959	0.910695283
OSP	Dark_2	1664.786183	2.302581	0.47347741	0.980451697	0.814415541
OSP	Dark_2	1702.288818	2.28866	0.835699991	0.976048867	0.967042366
OSP	Dark_2	1696.168214	2.251006	1.05449747	0.976446065	0.919298536
OSP	Dark_2	1678.354193	2.302563	0.364818074	0.979148566	0.843549987
OSP	Dark_2	1652.369293	2.288992	0.093873475	0.980662187	0.698182576
OSP	Dark_2	1651.681761	2.30202	0.120820569	0.980694883	0.705626426
OSP	Dark_2	1670.552106	2.302539	0.702931778	0.979704915	0.889687559
OSP	Dark_2	1704.077435	2.284259	0.898962617	0.975430399	0.924921235
OSP	Dark_2	1655.06597	2.302561	0.338239046	0.980841173	0.755664965
OSP	Dark_2	1650.767438	2.302585	0.119390997	0.98098885	0.70796397
OSP	Dark_2	1649.967215	2.302584	0.114583006	0.979730259	0.704991963
OSP	Dark_2	1656.147819	2.302496	0.314743563	0.980068195	0.768301044
OSP	Dark_2	1665.43839	2.302542	0.496747002	0.979693298	0.844241243
OSP	Dark_2	1650.7203	2.302585	0.086627738	0.981001302	0.695939025
OSP	Dark_2	1651.3152	2.302585	0.098214569	0.981069875	0.697960763
OSP	Dark_2	1651.507009	2.30258	0.111508026	0.980983044	0.704866675
OSP	Dark_2	1650.316141	2.302585	0.09712068	0.981022264	0.699464669
OSP	Dark_2	1668.158942	2.302583	0.49894666	0.980142669	0.850855192
OSP	Dark_2	1650.208667	2.302585	0.086154299	0.98094843	0.697425833
OSP	Dark_2	1651.511572	2.302584	0.101875072	0.980998253	0.699475168
OSP	Dark_2	1653.740285	2.302585	0.271502302	0.980953301	0.738143836
OSP	Dark_2	1652.756638	2.302584	0.154686452	0.981072301	0.723446955
OSP	Dark_2	1654.382998	2.302583	0.195322178	0.980982267	0.743060709
OSP	Dark_2	1653.32381	2.302584	0.134916319	0.980980475	0.71615923
OSP	Dark_2	1654.893925	2.302579	0.202608282	0.980823826	0.758671553
OSP	Dark_2	1651.905163	2.302584	0.159573169	0.981061467	0.722824544
OSP	Dark_2	1653.987611	2.302584	0.155334641	0.981034783	0.725038652
OSP	Dark_2	1653.271589	2.302584	0.180604449	0.980992643	0.739104828
OSP	Dark_2	1656.011532	2.302556	0.273737135	0.980362558	0.813010319
OSP	Dark_2	1654.714492	2.302581	0.18288089	0.980982147	0.737465597
OSP	Dark_2	1658.295217	2.302577	0.292529611	0.980474017	0.802039298
OSP	Dark_2	1676.805132	2.302581	0.264357051	0.979495599	0.787511631
OSP	Dark_2	1650.784873	2.302585	0.086024716	0.981062598	0.699410712
OSP	Dark_2	1651.007698	2.302584	0.097234957	0.981086827	0.694748343
OSP	Dark_2	1650.888749	2.302585	0.08653227	0.981111331	0.697470106
OSP	Dark_2	1651.235657	2.302584	0.098155488	0.980990596	0.697051697
OSP	Dark_2	1657.685778	2.302577	0.622399185	0.980557428	0.816252472
OSP	Dark_2	1651.566187	2.302585	0.09100443	0.981130143	0.698907679
OSP	Dark_2	1652.482352	2.302585	0.11229035	0.981067893	0.703832549
OSP	Dark_2	1651.665924	2.302585	0.107852936	0.981085647	0.703202067
OSP	Dark_2	1651.583108	2.302584	0.084077205	0.981119399	0.696909616
OSP	Dark_2	1650.279013	2.302585	0.086096162	0.981130384	0.697311443
OSP	Dark_2	1651.177922	2.302585	0.13034541	0.981092801	0.708746953
OSP	Dark_2	1651.345679	2.302584	0.150172754	0.981157294	0.712203437
OSP	Dark_2	1651.565922	2.302526	0.09255562	0.980808677	0.694990397
OSP	Dark_2	1652.766779	2.302585	0.095069726	0.980863341	0.698359087
OSP	Dark_2	1666.933973	2.293649	0.399956657	0.978365995	0.799303039
UBBG	Dark_1	1651.742769	2.302575	0.087643544	0.981045711	0.693163318
UBBG	Dark_1	1649.813377	2.277947	0.088583332	0.98053045	0.687418607
UBBG	Dark_1	1650.4185	2.302584	0.093442185	0.981279763	0.69395627
UBBG	Dark_1	1649.55978	2.276938	0.097240118	0.980744761	0.689045725
UBBG	Dark_1	1650.223862	2.302585	0.093904762	0.981334704	0.694564551
UBBG	Dark_1	1650.9097	2.302114	0.097622128	0.980455461	0.687741261
UBBG	Dark_1	1649.862291	2.302585	0.103884107	0.981238737	0.69440105
UBBG	Dark_1	1652.367726	2.299485	0.091128458	0.980949332	0.689738018
UBBG	Dark_1	1650.388779	2.302584	0.089095739	0.981270967	0.692364174
UBBG	Dark_1	1650.558819	2.30258	0.102770875	0.980921352	0.688801677
UBBG	Dark_1	1651.848147	2.302585	0.085500467	0.981400536	0.693985161
UBBG	Dark_1	1652.404109	2.302581	0.102477311	0.980215325	0.689750405
UBBG	Dark_1	1650.09199	2.302578	0.087829605	0.980738982	0.693949711
UBBG	Dark_1	1650.58514	2.302317	0.098278897	0.980362135	0.689664938
UBBG	Dark_1	1649.685747	2.302585	0.089258067	0.981371429	0.69813166
UBBG	Dark_1	1652.34418	2.291744	0.091706208	0.980912751	0.690459868
UBBG	Dark_1	1651.67207	2.302584	0.086852144	0.98135405	0.695502943
UBBG	Dark_1	1649.840735	2.302583	0.092853672	0.980851514	0.688581075
UBBG	Dark_1	1651.800809	2.302563	0.107195097	0.980643738	0.694911028
UBBG	Dark_1	1651.865488	2.302552	0.087708924	0.981064766	0.689146167
UBBG	Dark_1	1652.551239	2.302585	0.095999585	0.981325791	0.692848601
UBBG	Dark_1	1651.036701	2.300561	0.089834253	0.980955834	0.689618067
UBBG	Dark_1	1651.844479	2.302585	0.090601825	0.981129768	0.694451002
UBBG	Dark_1	1649.017014	2.302585	0.0907443	0.981242929	0.694794904
UBBG	Dark_1	1651.855887	2.301967	0.089051806	0.980962708	0.690083826
UBBG	Dark_1	1650.849734	2.302585	0.093391043	0.981304447	0.692979391
UBBG	Dark_1	1652.158687	2.291206	0.089013707	0.98095763	0.69056405
UBBG	Dark_1	1651.419173	2.302584	0.080676876	0.981366592	0.694601381
UBBG	Dark_1	1653.450111	2.302577	0.081468866	0.981249583	0.69377498
UBBG	Dark_1	1652.153263	2.302569	0.096121824	0.980900552	0.689645385
UBBG	Dark_1	1652.94883	2.302585	0.085007676	0.981468834	0.692999422
UBBG	Dark_1	1652.514907	2.302585	0.087247982	0.981441794	0.69228125
UBBG	Dark_1	1651.950614	2.292196	0.113185526	0.980576819	0.689663219
UBBG	Dark_1	1652.664928	2.302581	0.103875806	0.981144847	0.694122028
UBBG	Dark_1	1652.348108	2.302577	0.092789377	0.981021537	0.69081296
UBBG	Dark_1	1653.461656	2.302585	0.095270081	0.981337881	0.695419615
UBBG	Dark_1	1651.973307	2.302585	0.095930979	0.98134751	0.695864737
UBBG	Dark_1	1653.115961	2.299816	0.101490581	0.981058053	0.690505311
UBBG	Dark_1	1652.83354	2.302585	0.091179541	0.981362554	0.693702385
UBBG	Dark_1	1652.100305	2.302507	0.092792701	0.98107258	0.68803027
UBBG	Dark_1	1652.336887	2.302585	0.090884964	0.981407906	0.691766376
UBBG	Dark_1	1651.273141	2.302585	0.090009143	0.981466029	0.693224184
UBBG	Dark_1	1651.870131	2.302368	0.091677482	0.980926298	0.691878804
UBBG	Dark_1	1651.676458	2.302579	0.087631978	0.98110788	0.693250934
UBBG	Dark_1	1651.506009	2.302585	0.085150365	0.981301244	0.694228805
UBBG	Dark_1	1653.455586	2.302584	0.089084078	0.981457596	0.694679264
UBBG	Dark_1	1652.330572	2.302585	0.09148298	0.98143824	0.692373067
UBBG	Dark_1	1653.163973	2.294157	0.096624437	0.981021254	0.694049341
UBBG	Dark_1	1650.922144	2.302585	0.089980262	0.981408949	0.692437643
UBBG	Dark_1	1650.54513	2.302585	0.08501914	0.981354449	0.694761652
UBBG	Dark_1	1650.538197	2.301978	0.092200429	0.980986619	0.690724132
UBBG	Dark_1	1650.024768	2.302585	0.08774462	0.981482655	0.693396392
UBBG	Dark_1	1650.650342	2.302585	0.089555524	0.981371711	0.692735031
UBBG	Dark_1	1650.926272	2.302568	0.09947315	0.981081653	0.69483862
UBBG	Dark_1	1656.588653	2.302572	0.080670197	0.980300132	0.69406408
UBBG	Dark_1	1653.683544	2.302584	0.092270462	0.981281028	0.694079175
UBBG	Dark_1	1653.062828	2.302585	0.085945501	0.98133237	0.692462681
UBBG	Dark_1	1654.611474	2.294279	0.085546241	0.980899959	0.693217662
UBBG	Dark_1	1652.304752	2.302584	0.081858057	0.981328189	0.696475898
UBBG	Dark_1	1652.968128	2.301574	0.087955955	0.9811649	0.691095407
UBBG	Light_1	1651.448141	2.290142	0.094013589	0.98041839	0.692275061
UBBG	Light_1	1650.499689	2.299272	0.080936482	0.980542189	0.69344526
UBBG	Light_1	1651.685915	2.302584	0.094987868	0.981494466	0.693145999
UBBG	Light_1	1651.458025	2.302583	0.090451391	0.981367938	0.694871515
UBBG	Light_1	1650.664718	2.302447	0.094926851	0.980807216	0.694230829
UBBG	Light_1	1650.105513	2.302572	0.096797926	0.980618462	0.694050302
UBBG	Light_1	1650.874985	2.302585	0.097915885	0.981540985	0.695915976
UBBG	Light_1	1650.410241	2.302549	0.090435274	0.981123776	0.69377692
UBBG	Light_1	1651.331974	2.302584	0.093188347	0.981333368	0.691683727
UBBG	Light_1	1650.588337	2.302584	0.091800806	0.981084072	0.692576669
UBBG	Light_1	1649.532112	2.302585	0.082865087	0.981395276	0.694207711
UBBG	Light_1	1650.740732	2.302582	0.09323643	0.981310872	0.693314999
UBBG	Light_1	1649.047612	2.302585	0.089400713	0.981429517	0.696996971
UBBG	Light_1	1650.318348	2.302585	0.089307155	0.981488443	0.695883799
UBBG	Light_1	1649.554142	2.302585	0.096171658	0.98141106	0.691624052
UBBG	Light_1	1650.9304	2.302551	0.08736686	0.981113581	0.691679066
UBBG	Light_1	1650.827443	2.302585	0.091688562	0.981380475	0.694064549
UBBG	Light_1	1648.946555	2.302585	0.090954434	0.981550115	0.693269046
UBBG	Light_1	1649.827139	2.302585	0.092429915	0.981591174	0.695460264
UBBG	Light_1	1649.824008	2.302585	0.083016898	0.981415933	0.695127499
UBBG	Light_1	1652.405531	2.302585	0.086069039	0.981520227	0.694330764
UBBG	Light_1	1652.084466	2.300082	0.107654434	0.981134274	0.690545634
UBBG	Light_1	1651.542259	2.302538	0.086288154	0.980792404	0.69442118
UBBG	Light_1	1651.794844	2.302585	0.081637658	0.981450746	0.691134032
UBBG	Light_1	1649.11775	2.302585	0.080948426	0.981430481	0.691946096
UBBG	Light_1	1649.371507	2.30258	0.089862246	0.97877755	0.692831535
UBBG	Light_1	1649.544082	2.300813	0.088679106	0.978370194	0.688983609
UBBG	Light_1	1649.947061	2.302585	0.081141619	0.981438965	0.695336401
UBBG	Light_1	1650.168434	2.302585	0.088829883	0.981420232	0.6940357
UBBG	Light_1	1650.008811	2.302585	0.091310533	0.981460473	0.694182774
UBBG	Light_1	1649.964715	2.302585	0.105052031	0.981483695	0.694840216
UBBG	Light_1	1649.995208	2.302564	0.092327391	0.980563929	0.694742855
UBBG	Light_1	1649.515636	2.299383	0.088889583	0.981180177	0.693177684
UBBG	Light_1	1650.504464	2.302585	0.087156139	0.981501782	0.694382887
UBBG	Light_1	1650.242536	2.302585	0.087920176	0.981451927	0.694161858
UBBG	Light_1	1651.119732	2.302583	0.088863712	0.98140433	0.695050482
UBBG	Light_1	1649.276642	2.302585	0.090881734	0.981405262	0.692719291
UBBG	Light_1	1651.048622	2.302564	0.097031217	0.981125242	0.693605318
UBBG	Light_1	1650.639512	2.302585	0.088807593	0.981485794	0.695196672
UBBG	Light_1	1650.333008	2.302585	0.084500401	0.981432299	0.693744231
UBBG	Light_1	1650.093355	2.302585	0.098974343	0.98147983	0.693159836
UBBG	Light_1	1650.805954	2.302585	0.09066086	0.981492289	0.693826073
UBBG	Light_1	1650.973704	2.302585	0.089657657	0.981524043	0.694731578
UBBG	Light_1	1650.811722	2.302585	0.092347838	0.981509866	0.693460681
UBBG	Light_1	1651.327915	2.302379	0.085156289	0.980934141	0.689792122
UBBG	Light_1	1651.1811	2.302585	0.089897627	0.981377972	0.691364559
UBBG	Light_1	1651.297575	2.302585	0.089551929	0.981549966	0.694313364
UBBG	Light_1	1648.17961	2.302585	0.090352612	0.981424768	0.691654978
UBBG	Light_1	1651.021921	2.302573	0.082715424	0.98134435	0.692188652
UBBG	Light_1	1650.058516	2.302585	0.091417812	0.981426467	0.692811336
UBBG	Light_1	1649.21794	2.302585	0.094634894	0.981505043	0.695017454
UBBG	Light_1	1649.687579	2.302585	0.090762048	0.981503634	0.692958148
UBBG	Light_1	1649.553105	2.302558	0.10228682	0.981150535	0.693563835
UBBG	Light_1	1649.936541	2.302585	0.086296868	0.981450829	0.69571815
UBBG	Light_1	1649.59185	2.302584	0.095414895	0.98142769	0.693738468
UBBG	Light_1	1650.548723	2.302584	0.087876442	0.981495034	0.695390637
UBBG	Light_1	1650.229837	2.302583	0.086308293	0.981472883	0.694120967
UBBG	Light_1	1651.454789	2.302585	0.095686178	0.981373969	0.694465312
UBBG	Light_1	1651.817469	2.302581	0.088708695	0.981414758	0.695615881
UBBG	Light_1	1650.81828	2.282525	0.088185116	0.980059685	0.693775497
UBBG	Dark_2	1672.082746	2.302498	0.508423204	0.979930665	0.803782168
UBBG	Dark_2	1651.417142	2.302582	0.088126616	0.981372804	0.695296747
UBBG	Dark_2	1651.036237	2.302582	0.090004673	0.981336743	0.695546025
UBBG	Dark_2	1649.020051	2.302316	0.09730965	0.980929622	0.693474489
UBBG	Dark_2	1650.096407	2.302585	0.08523181	0.981534697	0.696572301
UBBG	Dark_2	1650.425947	2.302585	0.090344564	0.981536286	0.697011183
UBBG	Dark_2	1651.263462	2.302584	0.094825834	0.981466979	0.693442277
UBBG	Dark_2	1650.311834	2.302583	0.087867415	0.981370559	0.693727348
UBBG	Dark_2	1650.368248	2.302585	0.103693303	0.981491332	0.694607898
UBBG	Dark_2	1650.640973	2.302584	0.08555064	0.981518643	0.694373049
UBBG	Dark_2	1650.525981	2.298832	0.086107202	0.981071897	0.691364618
UBBG	Dark_2	1649.34061	2.302585	0.083341363	0.981550337	0.694809443
UBBG	Dark_2	1651.044489	2.302585	0.092547561	0.981476374	0.694391548
UBBG	Dark_2	1649.023893	2.302585	0.091945488	0.981469835	0.694829538
UBBG	Dark_2	1651.580649	2.302585	0.095416006	0.981385007	0.695811994
UBBG	Dark_2	1649.635592	2.302585	0.089377378	0.981589932	0.692330919
UBBG	Dark_2	1649.985053	2.302585	0.086571503	0.981441103	0.694491039
UBBG	Dark_2	1651.246799	2.302585	0.083173435	0.981448162	0.693227813
UBBG	Dark_2	1648.048917	2.302585	0.09522694	0.981457467	0.693820616
UBBG	Dark_2	1651.431208	2.302585	0.094156219	0.981601207	0.691938318
UBBG	Dark_2	1650.578734	2.302584	0.08356051	0.981488139	0.694229347
UBBG	Dark_2	1651.620796	2.296373	0.086367964	0.981216337	0.691964545
UBBG	Dark_2	1650.655525	2.302585	0.091538917	0.98141036	0.693750718
UBBG	Dark_2	1651.308527	2.302583	0.096022996	0.981278301	0.694989
UBBG	Dark_2	1651.869312	2.302585	0.091000325	0.981332142	0.694326375
UBBG	Dark_2	1649.378009	2.302585	0.087303719	0.98142101	0.694727101
UBBG	Dark_2	1650.816765	2.302585	0.090069715	0.981401037	0.694716084
UBBG	Dark_2	1651.072964	2.302585	0.086823623	0.981419348	0.694026005
UBBG	Dark_2	1651.135078	2.302584	0.090773957	0.981410636	0.694811659
UBBG	Dark_2	1650.815009	2.302585	0.09166988	0.981418017	0.693685757
UBBG	Dark_2	1650.965393	2.302585	0.08853215	0.981491109	0.693730698
UBBG	Dark_2	1650.408255	2.302584	0.100703903	0.981502795	0.694961721
UBBG	Dark_2	1651.771166	2.302585	0.095496664	0.981523537	0.694186906
UBBG	Dark_2	1651.14855	2.302585	0.089421068	0.981512274	0.695533325
UBBG	Dark_2	1649.58059	2.295721	0.089725349	0.981146933	0.693676836
UBBG	Dark_2	1649.290599	2.302585	0.091981948	0.981460281	0.695583511
UBBG	Dark_2	1650.326036	2.302585	0.085999659	0.981479496	0.694934273
UBBG	Dark_2	1650.139689	2.302585	0.086245419	0.981537299	0.696186816
UBBG	Dark_2	1649.903718	2.302585	0.100528432	0.98151329	0.695389165
UBBG	Dark_2	1650.069194	2.302585	0.095655385	0.981468263	0.693185645
UBBG	Dark_2	1650.461003	2.302585	0.093973478	0.98151433	0.696249033
UBBG	Dark_2	1652.205944	2.302585	0.084600073	0.981443147	0.696952617
UBBG	Dark_2	1652.472495	2.302585	0.084740295	0.981492851	0.69388742
UBBG	Dark_2	1650.395149	2.302585	0.091021053	0.981425952	0.695132899
UBBG	Dark_2	1649.939588	2.302585	0.089899806	0.981455691	0.695112327
UBBG	Dark_2	1651.327752	2.302585	0.085029003	0.981582951	0.692925681
UBBG	Dark_2	1651.557551	2.302585	0.089773556	0.981497206	0.695846345
UBBG	Dark_2	1650.992308	2.302585	0.085419429	0.9814905	0.695792413
UBBG	Dark_2	1649.887357	2.302585	0.096573265	0.981492985	0.69575287
UBBG	Dark_2	1649.591546	2.302584	0.088796454	0.981527138	0.6948893
UBBG	Dark_2	1650.907041	2.302585	0.08743274	0.981466555	0.693980321
UBBG	Dark_2	1650.08384	2.302585	0.089035369	0.981426609	0.695098922
UBBG	Dark_2	1649.446835	2.302584	0.089211088	0.981367828	0.694618385
UBBG	Dark_2	1649.730018	2.302585	0.092448988	0.981529824	0.693994922
UBBG	Dark_2	1651.537924	2.302585	0.092596063	0.98147009	0.694274714
UBBG	Dark_2	1650.5354	2.302584	0.092616202	0.981186287	0.689351262
