filename,Site ,Treatment ,MEANf,VARf,SKEWf,KURTf,NBPEAKS,LEQf,ENRf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BI,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,nROI,aROI,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,MED,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount
Old Sneed Park_20240826_210800.WAV,Old Sneed Park ,Pre-light treatment,0.000267488,1.15E-08,2.63681012,13.57158797,3,43.26424913,-43.71515096,-45.68746755,1.972316588,0.946353891,0.004189039,0.540611322,0.341048722,0.015950075,109.2675511,9.524460126,297.2602339,0.030751297,1.063453884,0.060154217,0.063971236,0.828461752,0.555846577,2.302422792,0.009206655,0.146033362,0.128730502,0.127971489,0.129724361,1337.587891,5.821972942,0.002117353,0.022015619,0.092422974,0.630772854,0.333318114,4.997167871,6.90148878,72232.95914,0.995667342,0.851464298,1.208306619,39.2784405,0.12092668,41771.50909,2.35E-19,4.26E-05,0.068964654,3.676361721,43.29739036,-34.02589406,0.336218768,0.01989323,0.992551448,0.021140419,218,5.11361963,0.004169899,0.017641026,0.236398022
Old Sneed Park_20240826_210900.WAV,Old Sneed Park ,Pre-light treatment,0.000270818,1.23E-08,2.483436062,11.54445958,4,43.3979569,-43.58144319,-45.71048099,2.129037796,0.944671183,0.019043534,0.599297508,0.471934082,0.020662109,112.4409544,9.812609981,298.1987123,0.106940404,1.2394922,0.061691406,0.076466016,0.880460828,0.609864146,2.284210423,0.096469828,0.141014451,0.130589192,0.128333138,0.130301529,1343.539063,6.339678674,0.002271732,0.022030269,0.098745529,0.631272829,0.333319662,5.050813762,6.891004161,71652.63401,0.99569108,0.858950016,1.214517225,44.73377946,0.1521244,41761.27273,3.90E-19,4.38E-05,0.024500686,20.00177328,43.41502812,-34.04930157,0.521222832,0.019839692,0.977619408,0.022595035,233,6.982396477,0.003200155,0.019555556,0.163660169
Old Sneed Park_20240826_211000.WAV,Old Sneed Park ,Pre-light treatment,0.000277761,1.15E-08,1.568483908,5.297156579,9,43.54786472,-43.43153537,-45.72092561,2.289390247,0.953481509,0.005407128,0.160023133,0.144688199,0.019877967,115.5887367,9.947356824,298.6162944,0.268534299,1.734236201,0.041415312,0.071823933,0.853673419,0.683866926,2.300991216,0.028374133,0.14015776,0.129623353,0.128522574,0.130383359,1344.382813,6.800813546,0.002102957,0.022089335,0.092174334,0.626855961,0.333326667,5.409884121,6.946370809,72909.33914,0.996493962,0.783573056,1.21578736,44.73377946,0.126192598,42097.49091,-1.32E-20,4.65E-05,-0.525392381,1079.119809,43.67327594,-34.10606113,1.243486071,0.019710468,0.856858961,0.015224981,157,13.08644369,0.001648565,0.018133333,0.090922316
Old Sneed Park_20240826_211100.WAV,Old Sneed Park ,Pre-light treatment,0.000270751,1.01E-08,1.812292727,6.800989396,6,43.28432021,-43.69507988,-45.70816198,2.013082096,0.95577297,0.023188016,0.515872166,0.481852819,0.02265085,109.7826781,9.703789026,297.9693388,0.350735298,2.080407719,0.040601086,0.084466812,0.900602322,0.591349264,2.30151149,0.023208778,0.140747745,0.130646182,0.127795649,0.130120442,1341.671875,6.528964798,0.002193501,0.021909823,0.096259131,0.630999506,0.333326183,5.374897667,6.960663763,73892.03242,0.996490601,0.831353797,1.214410714,43.64271167,0.151650846,41904.74545,-3.41E-19,4.27E-05,0.02060619,36.14335255,43.30750424,-34.06574794,0.530077925,0.019802162,0.974299669,0.028122576,290,6.373998784,0.003200155,0.016,0.200029095
Old Sneed Park_20240826_211200.WAV,Old Sneed Park ,Pre-light treatment,0.00026676,1.14E-08,2.956230247,18.84608126,3,43.24080754,-43.73859255,-45.71544955,1.976857006,0.945574352,0.006140136,0.576437389,0.55817234,0.012208102,101.0345435,9.002088045,297.2004888,0.054328324,1.114898913,0.058504497,0.0652266,0.831282814,0.536505877,2.286453608,0.089646041,0.140351728,0.128688509,0.127924356,0.129920223,1339.607422,5.855024235,0.001928121,0.021968408,0.085603139,0.626936808,0.333310753,4.799917127,6.896463718,72257.4655,0.995350796,0.84862677,1.207822833,20.73028804,0.083781126,41994.49091,-3.76E-19,4.25E-05,0.181522814,13.88934008,43.28362166,-34.09266622,0.380750754,0.019740888,0.988424263,0.019782777,204,5.635697044,0.002036462,0.018666667,0.109106779
Old Sneed Park_20240826_211300.WAV,Old Sneed Park ,Pre-light treatment,0.000264281,1.05E-08,2.318522533,10.25660374,3,43.1201563,-43.85924379,-45.73133136,1.872087569,0.950478416,6.16E-05,0.222121079,0.214682965,0.005058286,19.02226457,2.782871012,296.6758461,0.025517182,1.052370717,0.054995871,0.057876044,0.671800449,0.543528854,2.291090346,0.074640366,0.139131348,0.127000791,0.127107698,0.129289639,1333.105469,5.628895506,0.001665583,0.022173829,0.073384267,0.630133628,0.333322598,5.171692749,6.92741785,73020.90635,0.996060692,0.839063961,1.204613218,4.364271167,0.026026513,42252.21818,8.20E-20,4.11E-05,0.047743286,12.24108256,43.14196593,-34.13315091,0.302256933,0.019649091,0.989714268,0.010473235,108,6.354609707,0.00087277,0.016,0.05455339
Old Sneed Park_20240826_211400.WAV,Old Sneed Park ,Pre-light treatment,0.000265407,9.68E-09,1.895460782,7.28718816,3,43.10975833,-43.86964176,-45.70993187,1.840290113,0.955582819,0.007353972,0.673672428,0.497759574,0.016343869,80.13811873,8.14394104,296.93438,0.205220145,1.516420097,0.043708427,0.066280336,0.834821092,0.528851003,2.302577071,0.002121792,0.139923383,0.12958036,0.12817452,0.129641963,1336.738281,5.785369403,0.002074355,0.022055122,0.090895615,0.631331438,0.333325797,5.348559723,6.959459835,73952.16885,0.99645558,0.828238012,1.208252618,22.91242363,0.108538515,41985.92727,1.90E-19,4.12E-05,0.05553222,3.102824531,43.14677519,-34.07912533,0.287029349,0.019771687,0.99511429,0.018813033,194,4.17716685,0.00087277,0.016,0.05455339
Old Sneed Park_20240826_211500.WAV,Old Sneed Park ,Pre-light treatment,0.000269453,1.31E-08,3.128988824,19.68393115,3,43.40103561,-43.57836448,-45.71023321,2.131868732,0.938765025,0.019303292,0.600050006,0.522615712,0.026389122,117.5657204,10.13886369,297.4164305,0.06622724,1.141848731,0.065029941,0.074254356,0.923290847,0.557003157,2.284003929,0.096628685,0.141911551,0.13083715,0.128411088,0.13039283,1344.480469,6.16838346,0.002305638,0.021824011,0.100237368,0.628296248,0.333305222,4.690357313,6.853731186,70784.06094,0.994848947,0.86135064,1.212855563,40.36950829,0.141819871,41618.74545,4.64E-19,4.41E-05,0.23226409,16.56862995,43.44151278,-34.04908203,0.444291665,0.019840193,0.986664967,0.026570985,274,5.513498211,0.002327386,0.021333333,0.109106779
Old Sneed Park_20240826_211600.WAV,Old Sneed Park ,Pre-light treatment,0.000274898,1.88E-08,4.531052321,34.96951052,3,43.82095178,-43.15844831,-45.69187546,2.53342715,0.911371232,0.142778747,0.742242517,0.618778152,0.035042322,121.5369345,10.37237406,298.2355664,0.521175744,3.176897837,0.043567511,0.138409531,1.283057781,0.63374979,2.302443545,0.008605206,0.141903469,0.133630684,0.128347641,0.130656883,1347.203125,7.834626732,0.002876176,0.021985023,0.122153192,0.631456163,0.333240313,4.092039733,6.681060136,66260.29467,0.991356217,0.859676706,1.226099417,80.73901658,0.247592832,41140.92727,2.96E-20,4.83E-05,0.079587346,5.313881077,43.84393888,-34.01239534,0.815257601,0.01992417,0.982614507,0.05731187,591,6.176292051,0.026764934,0.016539326,1.618417224
Old Sneed Park_20240826_211700.WAV,Old Sneed Park ,Pre-light treatment,0.000274887,1.76E-08,3.792372187,24.92108583,6,43.7643868,-43.21501329,-45.7264086,2.51139531,0.919540059,0.12043712,0.733116089,0.599927274,0.026375378,75.69212189,8.27088717,298.0865709,0.42201889,2.460320701,0.051504872,0.126718503,1.245371793,0.626579969,2.293034078,0.070299096,0.13726441,0.134830483,0.128534357,0.131157335,1352.363281,7.685036908,0.003007824,0.022253925,0.127729828,0.633271536,0.333279987,4.370044478,6.732862268,67179.12115,0.992999993,0.864625486,1.224674507,73.10154204,0.267709394,41352.34545,-2.31E-19,4.77E-05,0.039468822,12.87694469,43.78065681,-34.06576887,0.807220262,0.019802114,0.97871645,0.051105508,527,6.431615832,0.025019395,0.017641026,1.418388129
Old Sneed Park_20240826_211800.WAV,Old Sneed Park ,Pre-light treatment,0.000276695,2.03E-08,4.187581051,27.89004341,3,43.93354806,-43.04585203,-45.7096723,2.663820273,0.907489204,0.134060728,0.681854728,0.551160813,0.02609284,53.51594071,6.895879922,297.8496578,0.407920369,2.377924005,0.05861608,0.139384584,1.303435925,0.630060108,2.277519675,0.113887384,0.138452462,0.13376966,0.127813777,0.130616347,1346.785156,7.899178443,0.00299286,0.021748776,0.126699749,0.633134137,0.333260694,4.215695263,6.657007927,65186.47578,0.991665278,0.868936654,1.226410738,69.82833867,0.262576072,41221.47273,-2.59E-19,4.98E-05,0.219716511,14.24434425,43.96801842,-34.05251031,0.929021431,0.019832364,0.974965208,0.057602793,594,6.675217355,0.030159038,0.017277778,1.745708467
Old Sneed Park_20240826_211900.WAV,Old Sneed Park ,Pre-light treatment,0.000267402,1.03E-08,1.755200776,6.115909537,4,43.19862231,-43.78077777,-45.72865881,1.947881031,0.954178531,0.016939666,0.602287181,0.394364961,0.019663333,61.93161044,7.231778063,297.7643989,0.276811014,1.765528842,0.04145001,0.073181189,0.993452653,0.54492223,2.302558395,0.003851357,0.136625933,0.131844982,0.129237716,0.130849525,1349.189453,6.12405121,0.002821433,0.022257655,0.120696873,0.629751204,0.333326296,5.382848675,6.950702398,73397.54167,0.996461009,0.823128808,1.214732488,99.28716904,0.242175377,41785,3.33E-19,4.20E-05,0.065528873,3.40006565,43.23286283,-34.07925614,0.432188683,0.01977139,0.99114915,0.03151668,325,4.837936415,0.005139643,0.017666667,0.290951411
Old Sneed Park_20240826_212000.WAV,Old Sneed Park ,Pre-light treatment,0.000266001,9.64E-09,1.818144847,6.629552397,3,43.12456037,-43.85483972,-45.71754875,1.862709033,0.95616197,0.01289478,0.635663499,0.459991423,0.025763448,71.93403071,7.910492931,296.9861611,0.290261453,1.817939095,0.039993723,0.072706153,0.989105222,0.528202654,2.302582612,0.001181921,0.138937381,0.131306072,0.128312291,0.13011779,1341.644531,5.918472654,0.002347311,0.021908111,0.102333047,0.628170915,0.333326341,5.386050698,6.963101375,74038.67868,0.996512247,0.8297802,1.209812226,64.37299971,0.144414945,41907.38182,-4.39E-19,4.13E-05,0.048505543,3.084840255,43.16235769,-34.08909342,0.309124732,0.01974901,0.99506394,0.023564779,243,3.993087456,0.001745539,0.016,0.109106779
Old Sneed Park_20240826_212100.WAV,Old Sneed Park ,Pre-light treatment,0.000271239,1.50E-08,3.588539559,24.718886,4,43.54392825,-43.43547184,-45.7091815,2.273709657,0.929758777,0.011049368,0.545732898,0.397094684,0.02068736,56.03229542,6.972658541,297.5935853,-0.086711799,0.84041436,0.083619723,0.070275216,1.026074674,0.590542991,2.09833978,0.325662744,0.1412165,0.13161402,0.128063034,0.130208144,1342.576172,6.452530121,0.002318519,0.022050764,0.100237368,0.631670777,0.33328852,4.45719189,6.79704012,69148.02758,0.993851716,0.877301416,1.211858945,40.36950829,0.150078648,41765.23636,-3.88E-19,4.52E-05,0.457239551,67.19569783,43.55493813,-34.07923665,0.515942101,0.019771434,0.975447303,0.020461598,211,7.019454286,0.000484872,0.026666667,0.018184463
Old Sneed Park_20240826_212200.WAV,Old Sneed Park ,Pre-light treatment,0.000269248,1.33E-08,3.490761435,24.93125522,4,43.40441155,-43.57498853,-45.73484305,2.159854518,0.936814706,0.014779817,0.592944584,0.618157601,0.020561552,80.40151137,8.183910672,297.6397112,0.027384404,1.056310848,0.06938485,0.07329197,1.026017152,0.562984594,2.281847144,0.102477427,0.142170174,0.130767162,0.127969676,0.130536411,1345.960938,6.187305176,0.002481422,0.022114961,0.106098164,0.628087325,0.333294969,4.534882456,6.841329941,70630.1243,0.994390427,0.866939318,1.212659552,70.91940646,0.17953369,41684.85455,3.80E-19,4.40E-05,0.205123386,14.43237297,43.43471157,-34.07572501,0.471578624,0.019779429,0.985287835,0.032001552,330,5.473075888,0.004266874,0.021333333,0.200029095
Old Sneed Park_20240826_212300.WAV,Old Sneed Park ,Pre-light treatment,0.000271616,1.32E-08,2.394854187,10.19237015,4,43.46608765,-43.51331244,-45.70311038,2.189797943,0.94147944,0.036083445,0.647430761,0.486916416,0.026548075,67.0031206,7.613152269,297.6813711,0.165162281,1.395675177,0.060321204,0.084188808,1.019367548,0.593580378,2.279273845,0.108540035,0.139802153,0.131279076,0.128412901,0.130294331,1343.464844,6.552622272,0.002710432,0.022206731,0.117429036,0.631549989,0.333320067,5.065837284,6.871053504,70755.31428,0.995611616,0.861047567,1.216689316,37.09630492,0.200351112,41514.4,4.90E-20,4.45E-05,0.012177369,15.0534446,43.4866172,-34.02559807,0.544553726,0.019893908,0.984258195,0.035298681,364,5.684001102,0.005527541,0.017882353,0.309135874
Old Sneed Park_20240826_212400.WAV,Old Sneed Park ,Pre-light treatment,0.000266802,1.01E-08,1.938594001,7.310949526,4,43.17471751,-43.80468258,-45.72257888,1.917896303,0.953901201,0.022552741,0.691966348,0.531507445,0.01024059,85.72580139,8.104019318,297.2633258,0.245483493,1.650704101,0.044034583,0.072688067,0.838521538,0.543374143,2.302546684,0.004484173,0.136666343,0.129000457,0.128324075,0.12976073,1337.962891,6.120520889,0.002012414,0.021748855,0.088977536,0.629767341,0.333325518,5.330382439,6.948930833,73540.21512,0.996378819,0.836196412,1.210254171,31.64096596,0.093138547,42060.70909,4.30E-19,4.17E-05,0.056661791,3.67323986,43.20576457,-34.09762949,0.348539655,0.019729614,0.992276849,0.020752521,214,5.268300443,0.004557797,0.016711111,0.272766948
Old Sneed Park_20240826_212500.WAV,Old Sneed Park ,Pre-light treatment,0.000268693,1.16E-08,2.26710734,9.759777825,3,43.30606517,-43.67333492,-45.72098603,2.047651115,0.947295497,0.038235854,0.718152061,0.524107705,0.021500883,102.1300591,9.309907459,297.7951575,0.29752989,1.847096226,0.044405061,0.082020421,0.93875249,0.568035671,2.302514422,0.006107225,0.140893221,0.129454381,0.127621622,0.130062858,1341.078125,6.389988346,0.002254873,0.021890896,0.099455929,0.629623608,0.333321981,5.143736932,6.907499221,72104.69592,0.995936217,0.83864338,1.214082364,40.36950829,0.127404895,41703.47273,3.51E-19,4.31E-05,0.072720915,14.20497067,43.3456876,-34.0756262,0.491355849,0.019779654,0.981667899,0.028316524,292,6.076369108,0.002909232,0.016,0.181844632
Old Sneed Park_20240826_212600.WAV,Old Sneed Park ,Pre-light treatment,0.000268165,1.34E-08,3.786114394,28.45486411,4,43.38360528,-43.59579481,-45.72983196,2.134037149,0.934524694,0.005402916,0.593338326,0.591523313,0.011661127,103.5850814,9.055967201,297.2122849,-0.071519032,0.866509078,0.074314433,0.064394131,0.761706045,0.562334112,2.196440917,0.229328322,0.141119516,0.127554698,0.128162737,0.129753343,1337.886719,5.964537046,0.001911642,0.021664505,0.084750659,0.627793134,0.333287143,4.442065247,6.826842442,70403.2454,0.993995133,0.867743748,1.207498386,27.27669479,0.068703175,42175.76364,3.22E-19,4.37E-05,0.487940796,41.30034733,43.40315853,-34.10637309,0.421156189,0.01970976,0.979519004,0.011346005,117,8.234561688,0.000969744,0.026666667,0.036368926
Old Sneed Park_20240826_212700.WAV,Old Sneed Park ,Pre-light treatment,0.000277182,1.19E-08,1.774942617,6.637449568,10,43.55139568,-43.42800441,-45.72333785,2.29533344,0.951107713,0.012211183,0.559688873,0.417351878,0.003845634,12.97085527,1.732019985,298.2684891,0.252173875,1.674418469,0.046064508,0.077131263,0.665841772,0.716921909,2.294901824,0.060199549,0.135292406,0.126601857,0.128497195,0.129456519,1334.826172,6.856475632,0.002014498,0.023142306,0.086206978,0.628651891,0.333325236,5.312704454,6.93147152,72494.04438,0.996313838,0.807169903,1.214064815,7.637474542,0.041805323,42446.21818,2.22E-19,4.50E-05,-0.215740027,308.49227,43.53320041,-34.13312738,1.414870527,0.019649144,0.853248533,0.010376261,107,15.37873465,0.00155159,0.028444444,0.05455339
Old Sneed Park_20240826_212800.WAV,Old Sneed Park ,Pre-light treatment,0.000263175,9.02E-09,1.859035216,6.762809014,4,43.00886813,-43.97053196,-45.72679138,1.756259419,0.957777725,4.77E-05,0.010905906,0.009290627,0.005164813,36.76557065,4.279626077,296.671058,0.152905546,1.361011799,0.042153828,0.057371858,0.649660193,0.520235744,2.302511651,0.005997886,0.13913943,0.126895808,0.128662158,0.129308392,1333.298828,5.521214859,0.001671645,0.021911051,0.074591947,0.627395244,0.333326588,5.404011952,6.973208691,74563.43925,0.996567424,0.817809446,1.204323253,5.455338958,0.029833885,42449.09091,-1.22E-19,4.02E-05,0.050657862,3.17996376,43.04484429,-34.14654929,0.235479429,0.019618804,0.99543009,0.012024825,124,4.455165617,0.000581846,0.016,0.036368926
Old Sneed Park_20240826_212900.WAV,Old Sneed Park ,Pre-light treatment,0.000261915,8.85E-09,1.832122547,6.629871559,2,42.96203412,-44.01736597,-45.74906753,1.731701566,0.958260597,3.54E-05,0.044086854,0.040351034,0.002799622,3.734620089,0.482458735,296.6499299,0.167772433,1.403188838,0.040524104,0.056862971,0.618464315,0.510797863,2.302572,0.002551139,0.137983707,0.125924971,0.127874505,0.129209135,1332.275391,5.488404129,0.00163054,0.021761958,0.072958028,0.625994386,0.333326732,5.414799464,6.976234573,74671.63229,0.996594412,0.813813349,1.203550784,3.273203375,0.018904265,42473.92727,1.45E-19,3.98E-05,0.052391467,3.00903689,43.00030864,-34.15998942,0.219957805,0.019588471,0.996078338,0.011733902,121,4.00750606,0.000290923,0.016,0.018184463
Old Sneed Park_20240826_213000.WAV,Old Sneed Park ,Pre-light treatment,0.000263393,9.74E-09,2.054440108,8.131580837,2,43.05454018,-43.92485991,-45.74851685,1.823656946,0.954180948,3.03E-05,0.117819778,0.114068576,0.00304282,15.74855347,2.0698189,296.8977922,0.081944031,1.178516418,0.048449093,0.057098051,0.637278838,0.532122278,2.300187379,0.033719484,0.138234248,0.12676583,0.12842559,0.12940386,1334.283203,5.590170006,0.001692292,0.021900836,0.075444426,0.628454698,0.333325036,5.300489048,6.950659101,73756.8618,0.99634554,0.827781391,1.204343752,6.54640675,0.02079848,42443.63636,1.71E-19,4.06E-05,0.008764932,8.585354608,43.08585854,-34.18334314,0.306119185,0.019535874,0.990794191,0.010861133,112,6.190311735,0.000969744,0.026666667,0.036368926
Old Sneed Park_20240826_213100.WAV,Old Sneed Park ,Pre-light treatment,0.000261929,8.68E-09,1.796196601,6.457397579,2,42.95336248,-44.02603761,-45.73138564,1.705348034,0.959077928,3.80E-05,0.179024765,0.170984483,0.003034578,5.222113179,0.654226565,296.6680028,0.190200333,1.469746632,0.038816011,0.057049702,0.642584837,0.509198103,2.302582998,0.001054947,0.135041865,0.127213755,0.127254534,0.129087526,1331.021484,5.471541129,0.001618607,0.021879102,0.072318668,0.626058968,0.333326957,5.432123743,6.981354536,74865.9832,0.996636564,0.810400005,1.202583926,0,0.010778083,42526.2,2.95E-19,3.97E-05,0.044214128,3.105887963,42.99072536,-34.18728473,0.232099067,0.019527011,0.995610029,0.009600465,99,4.206214061,0,0,0
Old Sneed Park_20240826_213200.WAV,Old Sneed Park ,Pre-light treatment,0.000262292,8.67E-09,1.810520766,6.561893574,2,42.96322886,-44.01617123,-45.73229984,1.716128615,0.959205154,2.92E-05,0.008342654,0.007063543,0.003783357,22.26656463,2.902519808,296.8138948,0.188230167,1.463752556,0.039027033,0.057125919,0.643326602,0.510061334,2.302583689,0.000863657,0.140044613,0.127667679,0.128055783,0.129767928,1338.037109,5.468958526,0.001667477,0.021421184,0.074734026,0.627584893,0.333326927,5.42976697,6.98214821,74917.07105,0.996636589,0.811909428,1.202868444,3.273203375,0.013524695,42517.78182,1.04E-19,3.98E-05,0.042165558,2.952056379,43.00211046,-34.14674002,0.214711176,0.019618374,0.996613641,0.008339798,86,3.77982176,0,0,0
Old Sneed Park_20240826_213300.WAV,Old Sneed Park ,Pre-light treatment,0.000267438,1.43E-08,4.373304756,36.14981322,3,43.40775149,-43.57164859,-45.7371825,2.165533906,0.928169627,0.000232073,0.633880391,0.606242828,0.004095945,10.1918413,1.80006792,296.8453847,-0.164331844,0.717723354,0.081812347,0.058718632,0.688230366,0.556698497,2.126976176,0.290392552,0.136237998,0.126878811,0.127811057,0.129234517,1332.537109,5.837345731,0.001756316,0.021816267,0.077540104,0.628444728,0.3332634,4.234679758,6.786660739,69561.59537,0.992946151,0.87337381,1.205247221,5.455338958,0.023848166,42425.10909,-5.09E-19,4.38E-05,0.584834248,63.65889739,43.41360883,-34.16005475,0.428894841,0.019588323,0.977948153,0.010764158,111,8.454110987,0.001163693,0.032,0.036368926
Old Sneed Park_20240826_213400.WAV,Old Sneed Park ,Pre-light treatment,0.000261729,8.72E-09,1.8126198,6.623501225,2,42.94938452,-44.03001557,-45.75492555,1.72490998,0.958835313,4.59E-05,0.051465307,0.047388627,0.003972095,8.742267418,1.305398708,296.8375451,0.187214645,1.460674258,0.038931079,0.056865625,0.670018424,0.509815901,2.302583694,0.000864809,0.136924967,0.127170762,0.128313198,0.12957756,1336.074219,5.49770188,0.001767492,0.021782603,0.079067463,0.626956041,0.333326817,5.421308758,6.979832589,74808.55842,0.996619839,0.811067347,1.203683304,6.54640675,0.024340662,42499.90909,2.14E-19,3.97E-05,0.049185995,3.195221709,42.9896245,-34.15654139,0.226519208,0.019596248,0.995474993,0.010279286,106,4.369700778,0,0,0
Old Sneed Park_20240826_213500.WAV,Old Sneed Park ,Pre-light treatment,0.000261265,8.67E-09,1.847419374,6.86712271,3,42.93309513,-44.04630496,-45.75600314,1.709698184,0.958805191,1.97E-05,0.010910576,0.010075264,0.002726456,2.754260966,0.140366494,296.7133796,0.180038795,1.439139788,0.039349498,0.056629428,0.615976203,0.507095353,2.302583951,0.000790086,0.137967543,0.127378728,0.127542766,0.129513725,1335.416016,5.465322963,0.001687556,0.022049179,0.075089226,0.628602356,0.333326682,5.411050033,6.979638128,74836.25266,0.996606864,0.8128805,1.203555784,1.091067792,0.009205884,42481.03636,2.41E-19,3.95E-05,0.046894061,2.944959633,42.9682079,-34.16017003,0.196268043,0.019588063,0.996604905,0.009018619,93,3.592840433,0,0,0
Old Sneed Park_20240826_213600.WAV,Old Sneed Park ,Pre-light treatment,0.000261324,8.63E-09,1.823924632,6.671953814,2,42.93256093,-44.04683916,-45.75355235,1.706713188,0.9590605,1.90E-05,0.00345425,0.002965372,0.002486473,2.772110584,0.241239166,296.3722106,0.185481202,1.455437498,0.038912556,0.056634793,0.610607729,0.505239297,2.302584409,0.000645778,0.136852229,0.126217922,0.128028591,0.129277706,1332.982422,5.45942939,0.001695891,0.021983071,0.075373386,0.628898728,0.333326839,5.423015173,6.98124041,74887.69983,0.996625872,0.812207472,1.202773482,0,0.008315603,42534.78182,1.20E-19,3.95E-05,0.045653505,2.940663925,42.96855608,-34.18370783,0.204094694,0.019535054,0.996696896,0.008145849,84,3.637982838,0,0,0
Old Sneed Park_20240826_213700.WAV,Old Sneed Park ,Pre-light treatment,0.00026179,8.69E-09,1.828164075,6.703612409,3,42.94968931,-44.02971077,-45.741608,1.711897233,0.958921037,3.72E-05,0.007859616,0.00620868,0.00350163,24.566905,3.107437608,296.5480113,0.185882342,1.456647366,0.039155795,0.057036185,0.684440531,0.508160704,2.302583581,0.000899847,0.136658261,0.126421888,0.127194712,0.129042065,1330.552734,5.476492957,0.001672971,0.02166189,0.074805066,0.62911751,0.333326797,5.419740485,6.980366864,74851.61494,0.996618854,0.812006088,1.203199041,4.364271167,0.018317058,42447.61818,3.62E-19,3.97E-05,0.040109037,2.961638347,42.98882957,-34.14656395,0.198920441,0.019618771,0.996534525,0.007757952,80,3.862504987,0,0,0
Old Sneed Park_20240826_213800.WAV,Old Sneed Park ,Pre-light treatment,0.00026538,1.05E-08,2.110848219,8.902158446,5,43.15050381,-43.82889627,-45.75294402,1.924047748,0.951651123,0.005172877,0.853997241,0.77200341,0.005297224,39.88494722,4.627062742,296.9772417,0.038638762,1.08038344,0.058587804,0.063297293,0.675883824,0.534441025,2.265313031,0.13385519,0.139511202,0.127541701,0.128257908,0.129807139,1338.441406,5.952706011,0.001719,0.021894882,0.076936265,0.626408617,0.333323736,5.227701273,6.934802219,73091.35921,0.996196825,0.843768225,1.204620241,4.364271167,0.022238083,42337.67273,-2.54E-19,4.17E-05,-0.302857295,35.57411247,43.20053425,-34.17183829,0.356914393,0.019561768,0.982902457,0.009988363,103,7.747660166,0.000387898,0.021333333,0.018184463
Old Sneed Park_20240826_213900.WAV,Old Sneed Park ,Pre-light treatment,0.000263613,9.64E-09,2.074778948,8.40084074,4,43.05573283,-43.92366726,-45.73430848,1.810641222,0.954614625,0.000108522,0.181927938,0.167212619,0.003496343,16.80855538,2.251762928,296.6501305,0.088054328,1.1931131,0.048320052,0.057651288,0.671888738,0.522731786,2.293166318,0.067398597,0.137070443,0.127417721,0.127396837,0.129342677,1333.652344,5.59199555,0.001691344,0.022115503,0.074840586,0.63000899,0.333324948,5.295218753,6.953367726,73891.27418,0.996352033,0.829356552,1.204305506,2.182135583,0.02362086,42420.05455,2.64E-20,4.08E-05,0.049786578,11.43433444,43.11011963,-34.1329513,0.250446757,0.019649542,0.992772775,0.009406517,97,5.478960925,0.000581846,0.032,0.018184463
Old Sneed Park_20240826_214000.WAV,Old Sneed Park ,Pre-light treatment,0.00026593,9.87E-09,1.841763751,6.67619378,3,43.13460344,-43.84479665,-45.72488673,1.880090082,0.955117689,0.023383264,0.713769019,0.566786957,0.018655771,73.322795,7.98848994,297.2796992,0.307343059,1.887432267,0.038735072,0.073109824,0.88718928,0.533299909,2.302581303,0.001446153,0.136625933,0.129113438,0.128623183,0.129859987,1338.986328,6.078871315,0.002166792,0.021987536,0.094802812,0.62703337,0.333326144,5.372152158,6.956563309,73773.76442,0.996465438,0.82658569,1.210455116,33.82310154,0.111038878,42007.54545,1.08E-19,4.14E-05,0.051178479,3.119258714,43.17086776,-34.10585127,0.320088638,0.019710945,0.994593621,0.024437548,252,4.337185132,0.001454616,0.016,0.090922316
Old Sneed Park_20240826_214100.WAV,Old Sneed Park ,Pre-light treatment,0.000298,5.78E-08,7.993391278,83.57992209,6,45.73273591,-41.24666418,-45.66096495,4.414300774,0.774441842,0.324644548,0.760438807,0.585289554,0.052848897,102.9200546,9.676212833,300.7391828,0.80946962,9.497013677,0.039960957,0.379509753,1.655856145,1.073956049,2.298570259,0.045009081,0.139155594,0.138366893,0.134834679,0.133127319,1372.675781,11.12112496,0.004958297,0.022092628,0.201717935,0.626995807,0.331842822,2.705011831,5.810010651,48184.86992,0.959170052,0.770970884,1.261688386,198.5743381,0.491832903,40943.63636,3.36E-19,7.54E-05,0.302240932,32.87715108,45.7710599,-34.0126172,2.549355241,0.019923661,0.902298125,0.05731187,591,11.59867164,0.040632273,0.019099715,2.127582194
